index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
1297,4830,636,The Syrian Army,,,important,0,The Syrian Army backed by Russian airstrikes, backed by 
1298,4831,636,Russian airstrikes,,,important,0,,
1299,4837,637,30th anniversary,,,important,0,30th anniversary of People Power Revolution, of 
1300,4838,637,People Power Revolution,,,important,0,,
1301,4845,638,a Canadian asset manager,,,important,0,a Canadian asset manager agrees to buy US REIT Rouse Properties, agrees to buy 
1302,4846,638,US REIT Rouse Properties,,,important,0,,
1303,4849,639,Japans Sharp Corporation,,,important,0,Japans Sharp Corporation accepted a 700 billion Japanese yen dollar, accepted 
1304,4850,639,a 700 billion Japanese yen dollar,,,important,0,,
1305,4862,640,nearly 3000 people,,,important,0,nearly 3000 people lose their jobs, lose 
1306,4863,640,their jobs,,,important,0,,
1307,4864,641,The US,,,important,0,The US present draft resolution, present 
1308,4865,641,draft resolution,,,important,0,,
1309,4872,642,The European Parliament,,,important,0,The European Parliament adopts a resolution, adopts 
1310,4873,642,a resolution,,,important,0,,
1311,4883,643,Greece,,,important,0,Greece recalls its ambassador, recalls 
1312,4884,643,its ambassador,,,important,0,,
1313,4893,644,Morocco,,,important,0,Morocco suspends contact, suspends 
1314,4894,644,contact,,,important,0,,
1315,4907,645,complaints,,,important,0,complaints against Jimmy Savile, against 
1316,4908,645,Jimmy Savile,,,important,0,,
1317,4913,646,shootings,,,important,0,shootings near Hesston Kansas, near 
1318,4915,646,Hesston Kansas,,,important,0,,
1319,4923,647,Voters,,,important,0,Voters in Jamaica, in 
1320,4924,647,Jamaica,,,important,0,,
1321,4930,648,Philippine security forces,,,important,0,Philippine security forces kill as many as 42 linked militants, kill 
1322,4931,648,as many as 42 linked militants,,,important,0,,
1323,4936,649,AlShabaab militants,,,important,0,AlShabaab militants storm a Somali Youth League hotel, storm 
1324,4937,649,a Somali Youth League hotel,,,important,0,,
1325,4940,650,Seven Libyan National Army soldiers,,,important,0,Seven Libyan National Army soldiers killed in Benghazi, killed in 
1326,4942,650,Benghazi,,,important,0,,
1327,4943,651,Dow Chemical,,,important,0,Dow Chemical agrees to pay 835 million, agrees to pay 
1328,4945,651,835 million,,,important,0,,
1329,4970,652,120 million jury verdict,,,important,0,120 million jury verdict in Apples favor, in 
1330,4971,652,Apples favor,,,important,0,,
1331,4975,653,Jumla District crashes,,,important,0,Jumla District crashes in Kalikot District mountains, in 
1332,4977,653,Kalikot District mountains,,,important,0,,
1333,4987,654,pregnant women,,,important,0,pregnant women not travelling to Brazil, not travelling to 
1334,4988,654,Brazil,,,important,0,,
1335,4992,655,Eleven prison inmates,,,important,0,Eleven prison inmates killed in Papua New Guinea, killed in 
1336,4993,655,Papua New Guinea,,,important,0,,
1337,5003,656,Turkish journalists,,,important,0,Turkish journalists jailed on terrorism charges, jailed on 
1338,5004,656,terrorism charges,,,important,0,,
1339,5008,657,a rural area,,,important,0,a rural area near Belfair Washington US, near 
1340,5009,657,Belfair Washington US,,,important,0,,
1341,5018,658,California Berkeley,,,important,0,California Berkeley alerts a cyberattack, alerts 
1342,5020,658,a cyberattack,,,important,0,,
1343,5031,659,polls,,,important,0,polls for a Islamic Consultative Assembly, for 
1344,5032,659,a Islamic Consultative Assembly,,,important,0,,
1345,5035,660,Voters,,,important,0,Voters in Ireland, in 
1346,5036,660,Ireland,,,important,0,,
1347,5049,661,Hashim ThaAsi,,,important,0,Hashim ThaAsi elected President, elected 
1348,5050,661,President,,,important,0,,
1349,5054,662,The US Air Force,,,important,0,The US Air Force unveils Northrop Grumman B21 longrange, unveils 
1350,5055,662,Northrop Grumman B21 longrange,,,important,0,,
1351,5062,663,FIFA,,,important,0,FIFA meet in Zrich, meet in 
1352,5063,663,Zrich,,,important,0,,
1353,5074,664,Russian Air Force attacks,,,important,0,Russian Air Force attacks on opposition positions, on 
1354,5075,664,opposition positions,,,important,0,,
1355,5078,665,A suicide bomber,,,important,0,A suicide bomber kills at least 26, kills 
1356,5079,665,at least 26,,,important,0,,
1357,5085,666,At least 30 people,,,important,0,At least 30 people killed in an airstrike, killed in 
1358,5086,666,an airstrike,,,important,0,,
1359,5092,667,a Ku Klux Klan KKK rally,,,important,0,a Ku Klux Klan KKK rally in Anaheim California, in 
1360,5093,667,Anaheim California,,,important,0,,
1361,5094,668,Voters,,,important,0,Voters in South Carolina, in 
1362,5095,668,South Carolina,,,important,0,,
1363,5102,669,existing coalition,,,important,0,existing coalition will not gain enough votes, will not gain 
1364,5103,669,enough votes,,,important,0,,
1365,5118,670,Green Party,,,important,0,Green Party participated in march, participated in 
1366,5119,670,march,,,important,0,,
1367,5121,671,estimated counts,,,important,0,estimated counts ranging from 7500 to 100000 honors, ranging from 
1368,5122,671,7500 to 100000 honors,,,important,0,,
1369,5128,672,Two police officers,,,important,0,Two police officers killed after a bomb, killed after 
1370,5129,672,a bomb,,,important,0,,
1371,5131,673,Two suicide bombers,,,important,0,Two suicide bombers kill 70 people, kill 
1372,5132,673,70 people,,,important,0,,
1373,5139,674,Two alShabaab suicide bombers,,,important,0,Two alShabaab suicide bombers kill at least 40 people, kill 
1374,5140,674,at least 40 people,,,important,0,,
1375,5143,675,Mexican director Alejandro GonzAilez IAAirritu,,,important,0,Mexican director Alejandro GonzAilez IAAirritu wins Academy Award, wins 
1376,5144,675,Academy Award,,,important,0,,
1377,5147,676,Thirtysix people,,,important,0,Thirtysix people died at a coal mine, died at 
1378,5148,676,a coal mine,,,important,0,,
1379,5154,677,A Virginia police officer,,,important,0,A Virginia police officer killed during her first day, killed during 
1380,5155,677,her first day,,,important,0,,
1381,5161,678,Cardinal George Pell,,,important,0,Cardinal George Pell in Roman Catholic Church, in 
1382,5163,678,Roman Catholic Church,,,important,0,,
1383,5179,679,South Koreas intelligence agency powers,,,important,0,South Koreas intelligence agency powers monitor private communications, monitor 
1384,5180,679,private communications,,,important,0,,
1385,5184,680,Swiss citizens vote,,,important,0,Swiss citizens vote on four referenda, on 
1386,5185,680,four referenda,,,important,0,,
1387,5195,681,Tulsi Gabbard,,,important,0,Tulsi Gabbard resigns as vicechair, resigns as 
1388,5196,681,vicechair,,,important,0,,
1389,5202,682,a Shiite funeral,,,important,0,a Shiite funeral in Miqdadiyah Diyala Governorate, in 
1390,5204,682,Miqdadiyah Diyala Governorate,,,important,0,,
1391,5207,683,China,,,important,0,China lay off 1.8 million state workers, lay off 
1392,5209,683,1.8 million state workers,,,important,0,,
1393,5218,684,people,,,important,0,people evacuated after heavy rain, evacuated after 
1394,5219,684,heavy rain,,,important,0,,
1395,5221,685,Macedonian police,,,important,0,Macedonian police use tear gas, use tear 
1396,5222,685,gas,,,important,0,,
1397,5236,686,Pakistani authorities,,,important,0,Pakistani authorities hang Mumtaz Qadri, hang 
1398,5237,686,Mumtaz Qadri,,,important,0,,
1399,5243,687,Clashes,,,important,0,Clashes break out inside Calais Jungle camp, break out inside 
1400,5244,687,Calais Jungle camp,,,important,0,,
1401,5257,688,stable condition,,,important,0,stable condition in Madison Local School cafeteria, in 
1402,5258,688,Madison Local School cafeteria,,,important,0,,
1403,5265,689,Malaysia Mahathir Mohamad,,,important,0,Malaysia Mahathir Mohamad quits ruling United Malays National Organisation, quits 
1404,5266,689,ruling United Malays National Organisation,,,important,0,,
1405,5276,690,State and Democratic Party front runner,,,important,0,State and Democratic Party front runner for 2016 presidential election, for 
1406,5279,690,2016 presidential election,,,important,0,,
1407,5282,691,a Ukrainian military truck,,,important,0,a Ukrainian military truck blown up in Luhansk Oblast, blown up in 
1408,5284,691,Luhansk Oblast,,,important,0,,
1409,5285,692,The US Armys elite Delta Force,,,important,0,The US Armys elite Delta Force captures their first suspected operative, captures 
1410,5286,692,their first suspected operative,,,important,0,,
1411,5295,693,two Israeli soldiers,,,important,0,two Israeli soldiers driving into Qalandiya refugee camp, driving into 
1412,5296,693,Qalandiya refugee camp,,,important,0,,
1413,5307,694,sixteen others,,,important,0,sixteen others injured in a multivehicle accident, injured in 
1414,5308,694,a multivehicle accident,,,important,0,,
1415,5319,695,The Peruvian Army,,,important,0,The Peruvian Army deployed on northern and southern coasts, deployed on 
1416,5321,695,northern and southern coasts,,,important,0,,
1417,5325,696,more than 50 homes,,,important,0,more than 50 homes in Ripley New York, in 
1418,5326,696,Ripley New York,,,important,0,,
1419,5337,697,The first Zika virus case,,,important,0,The first Zika virus case comfirmed in New Hampshire, comfirmed in 
1420,5339,697,New Hampshire,,,important,0,,
1421,5340,698,The UN Security Council vote,,,important,0,The UN Security Council vote on USChina draft resolution, on 
1422,5341,698,USChina draft resolution,,,important,0,,
1423,5347,699,The United Kingdom,,,important,0,The United Kingdom send troops, send 
1424,5348,699,troops,,,important,0,,
1425,5359,700,migrants,,,important,0,migrants continues at northern borders, continues at 
1426,5360,700,northern borders,,,important,0,,
1427,5369,701,China,,,important,0,China deployed up to five ships, deployed up to 
1428,5370,701,five ships,,,important,0,,
1429,5380,702,children,,,important,0,children sexually abused by about 50 priests, sexually abused by 
1430,5381,702,about 50 priests,,,important,0,,
1431,5390,703,slow progress,,,important,0,slow progess in fighting corruption,slow progess in fighting 
1432,5391,703,corruption,,,important,0,,
1433,5403,704,fellow lawmakers,,,important,0,fellow lawmakers not to override governor veto, not to override 
1434,5404,704,governor veto,,,important,0,,
1435,5407,705,former San Franciscan sheriff deputies,,,important,0,former San Franciscan sheriff deputies charged with organizing an inmate fight club, charged with organizing 
1436,5408,705,an inmate fight club,,,important,0,,
1437,5413,706,a noconfidence vote,,,important,0,a noconfidence vote in South African Parliament, in 
1438,5414,706,South African Parliament,,,important,0,,
1439,5418,707,Prime Minister Enda Kenny,,,important,0,Prime Minister Enda Kenny rejected suggestions, rejected 
1440,5419,707,suggestions,,,important,0,,
1441,5433,708,340 days,,,important,0,340 days aboard International Space Station ISS BBC, aboard 
1442,5434,708,International Space Station ISS BBC,,,important,0,,
1443,5443,709,cryptography and digital signatures,,,important,0,cryptography and digital signatures revolutionized computer security, revolutionized 
1444,5444,709,computer security,,,important,0,,
1445,5447,710,professional baseball team,,,important,0,professional baseball team play an exhibition game, play 
1446,5448,710,an exhibition game,,,important,0,,
1447,5457,711,a possible militant attack,,,important,0,a possible militant attack on a Chineseinvested company, on 
1448,5458,711,a Chineseinvested company,,,important,0,,
1449,5461,712,Two Palestinian teenagers,,,important,0,Two Palestinian teenagers stabbed an Israeli settler, stabbed 
1450,5465,712,an Israeli settler,,,important,0,,
1451,5478,713,Irbid,,,important,0,Irbid left seven militants, left 
1452,5479,713,seven militants,,,important,0,,
1453,5483,714,an attack,,,important,0,an attack on Indian consulate, on 
1454,5484,714,Indian consulate,,,important,0,,
1455,5486,715,The Tunisian Army,,,important,0,The Tunisian Army kills five suspected militants, kills 
1456,5487,715,five suspected militants,,,important,0,,
1457,5493,716,Mining company,,,important,0,Mining company agrees to pay dollar 4.4 bn, agrees to pay 
1458,5495,716,dollar 4.4 bn,,,important,0,,
1459,5502,717,Mosul Dam,,,important,0,Mosul Dam could collapse in a catastrophic flash flood, could collapse in 
1460,5503,717,a catastrophic flash flood,,,important,0,,
1461,5519,718,an undersea 7.9 magnitude earthquake,,,important,0,an undersea 7.9 magnitude earthquake strikes Indian Ocean, strikes 
1462,5522,718,Indian Ocean,,,important,0,,
1463,5523,719,The Gulf Cooperation Council,,,important,0,The Gulf Cooperation Council designates Lebanons Hezbollah militia, designates 
1464,5524,719,Lebanons Hezbollah militia,,,important,0,,
1465,5530,720,Council,,,important,0,Council adopts toughest sanctions, adopts 
1466,5531,720,toughest sanctions,,,important,0,,
1467,5538,721,192 seats,,,important,0,192 seats in Spain 350seat parliament, in 
1468,5539,721,Spain 350seat parliament,,,important,0,,
1469,5548,722,a riot police station,,,important,0,a riot police station in BayrampaAYa neighborhood, in 
1470,5549,722,BayrampaAYa neighborhood,,,important,0,,
1471,5552,723,A Nationwide Power outage,,,important,0,A Nationwide Power outage hits syria, hits 
1472,5553,723,syria,,,important,0,,
1473,5565,724,At least 31 people,,,important,0,At least 31 people killed in Kwekwe Zimbabwe, killed in 
1474,5566,724,Kwekwe Zimbabwe,,,important,0,,
1475,5572,725,Northkorea,,,important,0,Northkorea launched several short range missiles, launched 
1476,5573,725,several short range missiles,,,important,0,,
1477,5581,726,Pakistan,,,important,0,Pakistan admits for first time, admits for 
1478,5582,726,first time,,,important,0,,
1479,5590,727,sanctions,,,important,0,sanctions against Russia, against 
1480,5591,727,Russia,,,important,0,,
1481,5594,728,The US,,,important,0,The US delivers eight UH60 , delivers  
